corpusid,openaccessinfo,abstract,updated
73322064,"{'externalids': {'MAG': '2100320099', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The aim of the research was intended to formulate the model of poor familiy Empowerement by determining both the level and the influencing factors of social responsibility and level of empowerment. Survey and interview techniques were implemented among 276 selected samples, started Nopember 2006 until April 2007. Data was analyzed by using both correlation and path analysis. The results indicated that a number of respondent had a high social responsibility and medium level of empowerment. The increase of social responsibility and level of empowerment were influenced by implementation of good government of local organization, income, and formal education. This study suggests an alternative model of empowerment in order to social responsibility and level of empowerment.",2022-02-11T09:10:28.590Z
63067993,"{'externalids': {'MAG': '2351455696', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","PowerPoint is one of the most principal means that was widely used in multimedia teaching.Most of the past researches results tend to direct analysis PPT production problems.This paper based on the analysis of PPT teaching problems from the three aspects of technical level,attitude level and misunderstanding level,and puts forward many practical measures from these three aspects.These measures basically cover the major means and methods of improvement PPT teaching.",2022-02-11T14:07:13.876Z
53006164,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","ABSTRACT The effects of instructional guides and a wait time feedback device (called a ""Wait Timer"") on the classroom interaction of middle school science teachers are examined. The Wait Timer, an unobtrusive indicator of wait time, is an automatic device that activates a light when a person speaks. The duration of the light at the end of a question, response, or other pause can be regulated to control wait time length. The effects of using the Wait Time was noted to be enhanced by a supportive intervention process that employed analyses of tape recordings of classroom discussions. Through studies, it has been determined that effective use of wait time can result in spontaneous improvements in both cognitive and affective variables in the classroom. These changes are greater if wait time information is supplemented by supportive intervention from persons who have studied tape recordings of interactions from the teachers' classrooms. It appears that monitoring wait times using an electronic device accompanied by skilled analyses of tape recordings and supportive intervention do provide an avenue for the improvement of teaching skills. (ML)",2022-02-11T22:00:27.885Z
55442421,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","NPA appears to be a significant threat to the survival and existence of commercial banks in India. To understand in detail the intensity and propensity of NPA in commercial banks, a primary data analysis is carried out by using a survey tool questionnaire. Since the bankers are the best judge to evaluate the various facets of NPA as they are closely involved in lending/advances and its follow-up on a day to day basis, therefore, for this purpose, a primary data has been collected from the staff of the banks, with special reference to officers working with State Bank of India (SBI).",2022-02-11T19:50:06.324Z
55336833,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Recent years have seen increasing references to jus cogens in the case law of several international and even domestic courts. Despite significant discussion in the literature, it remains difficult to identify the real consequences of this trend. The chapter on jus cogens in Antonio Cassese’s last book looks for operative means of enhancing jus cogens. The three proposed paths are not necessarily realistic, but to what extent do they need to be? The hypothesis here is that perhaps it is the act of reflection that sustains the notion of jus cogens  ̶and therefore keeps jus cogens itself alive and able to perform its rhetorical function. There is only one thing in the world worse than being talked about, and that is not being talked",2022-02-11T20:04:31.060Z
53645743,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","The existence and iterative approximation of fixed points of singlevalued and multi-valued mappings in modular function spaces have been studied by many well known Mathematicians. Due to its applicability in real world problems such as Market Economy and Game theory and other applied mathematics such as Differential equations and Optimization theory, the study of fixed point theory has continued in modular function spaces. In this thesis, we constructed a Mann-type iterative scheme and proved the ρ-convergence of the scheme to common fixed point of finite family of ρ-nonexpansive multi-valued mappings. We also proved the ρ-convergence of Ishikawa-type iterative scheme to common fixed point of two ρ-nonexpansive multivalued mappings under certain mild conditions on the mappings and the set on which the mappings are defined. Moreover, we introduced a new class of multi-valued mappings in modular function spaces called ρ-quasinonexpansive mapping and proved the ρ-convergence of Mann-type iterative scheme to common fixed point of finite family of this class of mappings in modular function spaces.",2022-02-11T21:26:51.217Z
16066701,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Recently the mobile community has focused on techniques for reducing the energy consumption of mobile hosts. These power management techniques typically target communication devices such as wireless network interfaces, aiming to reduce the usage, and thus the energy consumption, of the particular device itself. We observe that optimization of a single device's energy consumption, without considering the eeect of the strategy on the rest of the machine, can have negative consequences. We propose power management techniques addressing mobile host communications that encompass all components of a mobile host in an eeort to optimize total energy consumption. Speciically, we perform runtime adaptation of communication parameters in order to minimize the energy consumed during communication, using information about the network environment to compensate for additional energy consumption due to the dynamic nature of the services available from wireless communication devices. Our results show that power management can be achieved without sacriicing the QoS provided to the application.",2022-02-13T01:30:44.943Z
14446936,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","A generalized inverse problem for a two-dimensional difference operator is introduced. Two operators, for which such a problem is solved (we call such operators algebro-geometric), are found.",2022-02-13T02:45:10.193Z
5032730,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Two structurally related macrocyclic amines with naphthalene groups are shown to act as fluorescent dosimeters for reactive chloroalkanes, including the common industrial solvent dichloromethane. The macrocyclic structures contain two NH residues which greatly accelerate N-alkylation by activating the chloride leaving group. The chemical reaction increases fluorescence intensity by promoting excimer emission and attenuating the quenching induced by photoinduced electron transfer (PET). Although they are known to be toxic chemicals, chloroalkanes are produced in large amounts for various applications in modern society. For example, dichloromethane is widely used as a solvent for extraction and synthesis, and it is also a common component in paint strippers and removers. The homologue, 1,2-dichloroethane, is produced in much larger amounts primarily for use as a precursor monomer for poly(vinyl chloride). More reactive chloroalkanes are employed as pharmaceuticals, insecticides, and chemical warfare agents. Since many of these compounds have long residence times in the environment, there is a need to develop methods of detecting and scavenging them from contaminated air and water streams. This report describes a prototype fluorescent chemosensor that can detect certain types of chloroalkanes. The design is based on our recent discovery that amine macrocycle 1 attacks chloroalkanes with unusually high reactivity. For example, it reacts with dichloromethane solvent to form the quaternary ammonium salt 2 with a half-life of 2 min at room temperature (Scheme 1). This is about 50000 times faster than the analogous (1) (a) ClaysonD. B. Chemical Carcinogenesis; Little, Brown and Company: Boston, 1962; p 176. (b) Searle, C. E. Chemical Carcinogens, 2nd ed.; ACS Monograph 182; American Chemical Society: Washington, DC, 1984; Vol. 1, p 325. (c) Henschler, D. Angew. Chem., Int. Ed. Engl. 1994, 33, 1920. (d) Watanabe, K.; Liberman, R. G.; Skipper, P. L.; Tannenbaum, S. R.; Guengerich, F. P. Chem. Res. Toxicol. 2007, 20, 1594. (e) Ahmed, A. E.; Anders, M. W. Drug. Metab. Dispos. 1976, 4, 357. (f) Their, R.; Taylor, J. B.; Pemble, S. E.; Humphreys, W. G.; Persmark, M.; Ketterer, B.; Guengerich, F. P. Proc. Natl. Acad. Sci. U.S.A. 1993, 90, 8576. (2) Fishbein, L. J. Toxicol. EnViron. Health. 1980, 6, 1133. (3) (a) Bekkevoll, S.; Svorstøl, I.; Høiland, H.; Songstand, J. Acta Chem. Scand. B 1983, 37, 935. (b) Kost, D.; Aviram, K. J. Am. Chem. Soc. 1986, 108, 2006. (4) Kirk-Othmer Encyclopedia of Chemical Technology, 5th ed.; Wiley: New York, 2003; Vol. 16, p 371. (5) (a) Hollaway, P.; Knoke, K. L.; Trevors, J. T.; Lee, H. Biotechnol. Bioeng. 1998, 59, 520. (b) Kirk-Othmer Encyclopedia of Chemical Technology, 4th ed.; Wiley: New York, 2003; Vol. 6, p 253. (6) Izbicka, E.; Tolcher, A. W. Curr. Opin. InVest. Drugs. 2004, 5, 587. (7) Sanderson, B. J. S.; Shield, A. J. Mutat. Res. 1996, 355, 41. (8) Mathew, G.; Abdul Rahiman, M.; Vijayalaxmi, K. K. Mutagenesis 1990, 5, 147. (9) Munro, N. B.; Talmage, S. S.; Griffin, G. D.; Waters, L. C.; Watson, A. P.; King, J. F.; Hauschild, V. Curr. Opin. InVest. Drugs. 1999, 107, 933. (10) Kirk-Othmer Encyclopedia of Chemical Technology, 5th ed.; Wiley: New York, 2003; Vol. 16, p 81. (11) Lee, J.-J.; Stanger, K.; Noll, B.; Gonzalez, C.; Marquez, M.; Smith, B. D. J. Am. Chem. Soc. 2005, 127, 4184. ORGANIC LETTERS 2008 Vol. 10, No. 9 1735-1738 10.1021/ol8003723 CCC: $40.75  2008 American Chemical Society Published on Web 03/26/2008 alkylation reaction with control acyclic amines. Similar rate accelerations have also been measured with other types of primary chloroalkanes and detailed mechanistic studies indicate that macrocycle 1 exhibits enzyme-like properties to accelerate the bimolecular alkylation reaction. Most importantly, the chloroalkane associates with the macrocycle to form a prereaction complex, which allows the two NH residues in the macrocyclic cavity to activate the chloride leaving group as the adjacent electrophilic carbon is attacked by the macrocyclic amine nitrogen. After reaction, the chloride leaving group remains strongly associated with the quaternary ammonium cation such that 2 is a contact ion pair. Furthermore, ion pair 2 has a tendency to form a cofacial aggregate in the solid state and in weakly polar solvents. Previous investigations of fluorescent sensors for haloalkanes have used fluorescent amines to react covalently and form ammonium salts. The reaction leads to an increase in fluorescence intensity because it decreases quenching by photoinduced electron transfer (PET) from the lone pair on the nucleophilic amine to the attached fluorophore. Herein, we describe the reactivity and fluorescence sensing properties of naphthalene containing macrocycles 3 and 4 (Scheme 2). The designs incorporate two identical naphthalene fluorophores within the macrocyclic scaffold of parent 1 in a way that does not change the number of atoms in the macrocyclic cavity. Thus, we expected to maintain the high chloroalkane reactivity due to activation by the two NH residues in the macrocyclic cavity, and also gain a fluorescent enhancement effect due to loss of PET quenching upon N-alkylation. The structural difference between 3 and 4 is the replacement of an electron-donating methylene unit attached to each naphthalene with a withdrawing carbonyl. As shown below, this leads to a significant change in the PET quenching response. We expected that the free base forms of 3 and 4 would exhibit low fluorescence due to PET quenching of the naphthalenes by the centrally located tertiary amine, and that fluorescent intensity would increase as the accelerated N-alkylation reaction occurs to give products 5 and 6. As discussed below, an additional sensing feature is the propensity of the ion-pair products to self-associate and form aggregates that exhibit excimer emission spectra. The synthesis of compounds 3 and 4 was achieved in straightforward fashion using methods that are described in the Supporting Information. Macrocycle 3 was obtained as single crystals, which allowed analysis by X-ray diffraction. As shown in Figure 1, the solid-state macrocyclic conformation closely matches that of parent 1 with the lone pair of the amine nitrogen pointing into the macrocyclic cavity and poised to attack an associated chloroalkane. Also shown is the unit cell packing of two cofacial macrocycles in a head to tail orientation with close overlap of the naphthalene units. The reactivity of macrocycles 3 and 4 was first evaluated by measuring rate constants in dichloromethane solvent. NMR studies showed that the reaction products 5 and 6 (R′ ) Cl) were obtained in quantitative yield, and pseudo-firstorder rate constants were measured using a previously described HPLC method. The second-order rate constant with 3 in dichloromethane was 2.9 × 10-4 M-1 s-1 at 25 °C, which corresponds to a half-life of about 1 min. This is approximately two times faster than the reaction of original macrocycle 1 with dichloromethane. The reaction of analogue 4 in dichloromethane is about 50 times slower with a secondorder rate constant of 6.3 × 10-6 M-1 s-1 and a half-life of almost 1 h. It appears that the presence of the two electronwithdrawing carbonyl groups in 4 decreases the nucleophilicity of its attacking nitrogen. (12) Stanger, K.; Lee, J,-J.; Smith, B. D J. Org. Chem. 2007, 72, 9663. (13) (a) Tal, S.; Salman, H.; Yael, A.; Botoshansky, M.; Eichen, Y. Chem. Eur. J. 2006, 12, 4858. (b) Dale, T. J.; Rebek, J. J. Am. Chem. Soc. 2006, 128, 4500. (14) (a) de Silva, A. P.; Gunaratne, H. Q. N.; Gunnlaugsson, T.; Huxley, A. J. M.; McCoy, C. P.; Rademacher, J. T.; Rice, T. E. Chem. ReV. 1997, 97, 1515. (b) Weller, A. Pure Appl. Chem. 1968, 16, 115. Scheme 1 Scheme 2 Figure 1. X-ray crystal structure of the macrocycle 3; the unit cell packs as a cofacial dimer. 1736 Org. Lett., Vol. 10, No. 9, 2008 Macrocycles 3 and 4 were subsequently evaluated for their abilities to sense the presence of dichloromethane in the inert solvent tert-butylmethyl ether. Figure 2 shows the change in fluorescence emission of 3 (10 μM) in tert-butylmethyl ether after addition of 2 mM of dichloromethane. Over 200 min, there was a modest enhancement of the monomer emission at 420 nm, presumably due to reaction induced inhibition of PET quenching, and a stronger enhancement of the excimer emission band at 520 nm. It appears that as the reaction progresses, the ion-pair product 5 (R′ ) Cl) aggregates in the weakly polar solvent. A more dramatic change in emission spectra was obtained when 3 was treated with the more reactive chloromethyl methyl ether, a representative carcinogenic alkylating agent. As expected, the N-alkylation reaction was much faster. For example, treatment of 3 (20 μM) with 1 molar equiv of chloromethyl methyl ether in tert-butylmethyl ether solvent leads to complete reaction after 10 min. Again, there is a modest increase in the monomer emission band at 420 nm, but now a much larger increase in the excimer band at 520 nm (Figure 3). Thus, compared to the previous reaction product 5 (R′ ) Cl), the propensity of product 5 (R′ ) OMe) to aggregate in weakly polar solvent is greater. Further evidence that the excimer band at 520 nm is due to product self-aggregation was gained from the following titration experiments. As shown in the top of Figure 4, the fluorescence emission of macrocycle 3 (10 μM) is slightly enhanced upon protonation by trifluoroacetic acid (TFA) (100 μM) which inhibits PET quenching. A subsequent additon of tetrabutylammonium chloride (10 μM) leads to aggregation of the 3·HCl ion pair and significant enhancement of the excimer emission band at 520 nm. Reversing the addition order produces the outcome shown in the bottom of Figure 4. As expected, adding tetrabutylammonium chloride to macrocycle 3 induces no change in fluorescence emission, (15) Even though Classociates with 3 in weakly polar solvent (see citation 24 in ref ",2022-02-13T11:11:40.542Z
55108348,"{'externalids': {'MAG': '141619059', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Scutellista cyanea Motschulsky is an egg parasitoid of many coccids, including the hemispherical 
scale, Saissetia coffeae. The adult female parasitoid oviposits in gravid scale, S. coffeae. Ambient temperature 
influences the number of eggs deposited and adult longevity of the parasitoid. The life-spcm of the 
adult parasitoid was found to be reduced with an increase in temperature; at 200 C longevity it was 80.0 
days while at 28°C it was only 30 days. On the other hand, an increase in temperature within limits would 
increase the total number of eggs deposited by the parasitoid. In a comparison of two sizes of host-scale 
i.e. scale >3.5mm in length and <2.5mm in length, the result showed that significantly (p<0.05) greater 
parasitoid progency emerged from host scale of >3.5mm in length. The relationship between head width 
and adult longevity and between head width and egg production are r=0.90 and r=0.93.",2022-03-06T21:50:33.161Z
55968138,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","*Study carried out in the Graduate Course in Medical Sciences: Pediatrics, Faculdade de Medicina, Universidade Federal do Rio Grande do Sul, Porto Alegre, RS **Specialist, as designated by the Sociedade Brasileira de Pneumologia e Tisiologia Correspondence to: Vitor Emanuel Cassol. Rua Pinheiro Machado,2350. CEP: 97050-600 , Santa Maria, RS. Phone: 55 55 3263.2602. E-mail: vitorcassol@qcol.com.br Submitted: 25 May 2003. Accepted, after review:10 December 2004 J Bras Pneumol 2005; 31(3): 191-6.",2022-03-10T02:55:30.629Z
248095364,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","the potential impact of several measures by as Plan B: reintroduction of working from home guidance, legally mandating face coverings in some settings, and vaccine-only certification in some limited settings. This paper should be read in conjunction with SPI-B : Behavioural considerations for maintaining or reintroducing behavioural interventions and introducing new measures in Autumn 2021 , which also considers increasing communication of risk, and EMG-NERVTAG: Update on transmission and environmental and behavioural mitigation strategies including in the context of Delta . This paper provides a short summary of the current knowledge around the effectiveness of face coverings and the characteristics of settings where face coverings are most likely to have the greatest impact. We have not been able to undertake a comprehensive review due to the tight timescales involved, so this paper draws on previous work alongside more recent studies. Face coverings and their effectiveness were covered in some detail in the EMG paper from 13 th Jan [1], hence this paper summarises key points from the previous paper together with new evidence where available. The paper only considers that to surgical higher filtration It does not consider workplace PPE or medical grade masks for healthcare use. It also does not consider plastic face shields which are discussed in an earlier paper [1] and are recognised to have a limited impact on mitigating transmission.",2022-04-25T00:33:41.670Z
191250442,"{'externalids': {'MAG': '1524097208', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Bilimsel sureclerin ve bilimsel okuryazarligin ayrilmaz birer parcasiolan modeller, betimledikleri sistemin basitlestirilmis temsilleridir ve nesneleri, olaylari, fikirleri ya da soyut kavramlarialgilanir kilan araclardir. Fen ogretiminin amaci, ogrencilere bilimsel dusunme ve calisma becerilerini kazandirmaktir. Bu amaca ulasmak oncelikle ogrencilerin model ve modellemenin tabiatinianlamalarinive bunlariuygulamalarinigerektirir. Gelecek nesillere fen ogreniminde rehberlik edecek olan bu gunun fen ogretmen adaylarinin bu konu hakkinda yeterli donanima sahip olmasionemlidir. Ogretmen adaylarinin bu konuda ne derecede yeterli olduklariniolcmek amaciyla yapilan bu calisma yurt disinda yapilmisbir calismanin uygulamasiniteligindedir. Arastirma tarama modeli benimsenerek gerceklestirilmistir. Verilerin toplanmasi, cozumlenmesi ve yorumlanmasinda nitel arastirma yontemi kullanilmistir. Bu calisma 2005–2006 ogretim yiliikinci yariyilinda yapilmistir. Calismaya Selcuk Universitesi Ahmet Kelesoglu Egitim Fakultesi Ortaogretim Fen ve Matematik Alanlar Egitimi Bolumu Fizik Egitimi, Kimya Egitimi, Biyoloji Egitimi Anabilim Dalive Ilkogretim Bolumu Fen Bilgisi Egitimi ve Matematik Egitimi Anabilim Dalinda ogretim goren toplam 435 ogretmen adayi katilmistir. Ogretmen adaylarina coktan secmeli ve yaziliaciklama gerektiren 6 sorudan olusan bir olcek uygulanmistir. Kullanilan olcum araci, Treagust, Chittleborough ve Mamiale (2004) tarafindan gelistirilen VOMMS (My Views of Models and Modelling in Science) isimli bir olcektir. Anket, bilimsel modellere iliskin uc karakteristigi yani, “temsiller olarak modeller”, “modellerin cesitliligi” ve “modellerin dinamik dogasi” niarastirmaktadir. Ayrica olcegin en son kisminda bazimodel ornekleri verilmisve ogrencilere bunlardan hangilerinin model olarak nitelendirilebilecegi sorulmustur. Sonuclar ogretmen adaylarinin modelleri gercegin tam kopyalaridegil temsiller olarak gorduklerini ortaya koymustur. Ogretmen adaylaribilimsel bir olguyu aciklayan cok sayida model olusturulabilecegini dusunmektedirler. ogretmen adaylarimodellerin bilim adamlarinin hisleri yerine modeli ve teoriyi destekleyen gerceklere gore kabul gordugunu, bir modelin kabulunun hem sonuclariaciklamadaki basarisina hem de aldigidestege baglioldugunu dusunmuslerdir. Arastirma sonuclari, ogretmen adaylarinin genel olarak, modellerin fendeki rolunun farkinda olduklarinigostermistir.",2022-05-30T12:30:20.544Z
249979815,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","Introduction: Chronic Kidney Disease (CKD) is a very a serious public health issue worldwide and is associated with increased morbidity and mortality rates. Quality of life of patients with end-stage renal disease is impaired due to residual renal function, but also due to its therapeutic treatment (hemodialysis or peritoneal dialysis). Purpose: The purpose of this study is to explore the views of patients undergoing hemodialysis on the general concept of quality of life, the factors that affect the quality of an individual’s life and the dimensions that the patients themselves believe they have an impact on their quality of life. The self-reported quality of life and a number of psychological dimensions are also explored. Materials and Methods: In this qualitative study, which was held in April 2016, the views and beliefs of 12 patients about the quality of life were recorded and analyzed. Results: The sample consisted of six men and six women, ranging from 30 to 79 years old and the duration of dialysis program was among 0.5 to 15 years. The most important factors that affect the quality of individuals’ life, according to the views of dialysis patients, are health and psychology. This view was supported by nine out of twelve patients. Furthermore, eleven out of twelve patients believe that the primary factor affecting them is their nephropathy, with the concept of a serious chronic disease. The sociability, the dependence on health staff, as well as the dietary restrictions and issues regarding their occupation are other important factors affecting them. Anxiety and impaired psychology are also present, especially between patients who have recently joined into a dialysis program. Conclusions: The patients mentioned a more limited quality of life, showing a greater dissatisfaction to different aspects of their disease and their impact on their everyday lives. Specifically, they expressed increasing dissatisfaction about the time spent for the treatment of their disease, the dependence on the hemodialysis staff, the reduced ability to travel and their inability to work. Psychological burden was also found.",2022-06-26T02:05:22.520Z
4797673,"{'externalids': {'MAG': '2467373569', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","La biomasse offre une ressource renouvelable et durable pour le transport des combustibles et des produits chimiques industriels qui pourrait reduire substantiellement notre dependance envers le petrole. Le secteur agricole a realise des progres importants dans le developpement de produits chimiques et de combustibles d'origine biologique. La combinaison des technologies du secteur agricole et des recentes ameliorations techniques permet de mieux adapter les technologies de bioconversion au traitement du bois. La plateforme de bioconversion sert de base a des activites parfaitement au point de bioraffinage a base de bois, ce qui permet d'obtenir des bioproduits a valeur ajoutee ainsi que du combustible et de l'energie pour le secteur forestier.",2022-07-19T01:56:44.665Z
250984723,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","of OCT findings. The original metrics we set up in CLIOPCI I (2) did work well; however, their refinement over time was a key process. Dr. Lee and colleagues suggest the application of a single criterion: the presence of an in-stent minimal lumen area (MLA) greater than the distal reference lumen area (3). We do appreciate their effort to standardize and simplify procedures, but we doubt that this is the solution to be pursued with imaging modalities for the following reasons. First, in the CLI-OPCI II study, the problems at the references were by far the most relevant, being related to a risk of major adverse cardiac events (MACE) that was 8.1 times higher than for control subjects (Figure 1B). The stent percentage of underexpansion suggested by Dr. Lee and colleagues (MLA <70% of reference lumen areas) would guarantee a much inferior clinical benefit. On the basis of our data, MACE were found in 22.7% of cases when absolute values were applied (in-stent MLA <4.5 mm) versus 19.5% of cases using the percentage of underexpansion. Furthermore, other IVUS studies (4) have indicated that the absolute MLA value is more efficient than the percentage of underexpansion in predicting the risk of cardiovascular events. Second, the approach we suggest is rather simple and fast, because readers can rely on the automated analysis shown in the lumen profile view (St. Jude Medical, St. Paul, Minnesota) (Figure 1A). Based on the approach suggested by the CLI-OPCI II data (1), interventional cardiologists have to proceed with 2 simple steps: 1) make sure that the lumen area inside the stent and references is larger than 4.5 mm; and 2) exclude significant dissections with a width larger than 0.2 mm at the distal edge. Let’s use OCT for what it is worth rather than as an alternative for IVUS. Few things are better than a good friend, but for real fun, you need a few more.",2022-07-25T17:36:16.467Z
160638996,"{'externalids': {'MAG': '98527562', 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}","When S. Weir Mitchell diagnosed Charlotte Perkins Gilman (then Stetson) as suffering from a variation of ""nervous prostration,"" or ""neurasthenia,"" as outlined in his Fat and Blood (1877), he prescribed what many nineteenth-century physicians (including Freud) believed to be the necessary recuperative regimen - rest. Included in Mitchell's Rest Cure treatment were locking Gilman away in his Philadelphia sanitarium for a month, enforcing strict isolation, limiting intellectual stimulation to two hours a day, and forbidding her to touch pen, pencil, or paintbrush ever again.(1) Mitchell believed, Catherine Golden tells us, that both companionship and work proved a detriment to his patient's recovery, further taxing her nerves already frazzled from an admixture of hysteria and postpartum depression (Golden, ""|Overwriting' ..."" 146). Gilman dramatized her experience with Dr. Mitchell in ""The Yellow Wallpaper"" (1892), a journalistic/clinical account of a woman's gradual descent into madness (or is she mad at the beginning and is pathologically reliving the descent that has already taken place?) at the hands of her husband John, a doctor who subscribes to the Mitchell treatment. Gilman's narrator is isolated ""three miles from the village"" (11) in an upstairs nursery of a ""colonial mansion"" (9), its windows barred and its walls covered in a faded yellow wallpaper whose ""sprawling flamboyant patterns"" commit ""every artistic sin"" (13) imaginable. It is a room whose wallpaper reduces an artistic and articulate woman to a beast, stripped entirely of her sanity and humanity and left crawling on all-fours in circuits, or smooches, about the room. For this reason, feminist critic Elaine Hedges wrote in 1973 that the ""paper symbolizes her situation as seen by the men who control her and hence her situation as seen by herself"" (Afterword 51), a view echoed by later critics. ""The Yellow Wallpaper,"" then, became a feminist text that indicted the men who were responsible for the narrator's physical confinement and subsequent mental demise. But this is also a room not unlike that described by Michel Foucault in Discipline and Punish (1975), patterned after Jeremy Bentham's eighteenth-century Panopticon. Originally designed to replace the dark and dank ""houses of security"" so common throughout England with the bright and salubrious ""house of certainty"" (Foucault 202), the Panopticon developed into an unscrupulous method of inquisition that perpetuated fear and bred paranoia. Like the room that confines Gilman's narrator, the Panopticon proved to be not a utopia for prisoners, mental patients, and schoolboys, but ""a cruel, ingenious cage"" (Foucault 205) that misjudged human reaction to unabated surveillance. Yet what Gilman critics for the most part have until recently) tended to neglect, and what this interpretation will stress, is that the narrator, despite her doctor's ill-advice and her husband's dehumanizing imprisonment, is successful in freeing herself from her male-imposed shackles, her Panopticon. Such a view supports the feminist label already attached to ""The Yellow Wallpaper"" but counters the premise upon which the arguments of Hedges and others are based: that she ""never does get free"" and, in fact, ""has been defeated"" in the end - in short, ""destroyed"" (Afterword 52-53, 55).(2) The benefits of the Panopticon over the prisons, factories, and psychiatric wards of his time, Bentham argued, were several. Its primary goal, though, was to generate a symbiotic relationship between the observer and the observed. In reversing ""the principle of the dungeon,"" the Panopticon, an instrument of power and observation, would provide the interned with a clean, well-lighted, and relatively pleasant environment, and the warden with the most efficient means of control through minimal effort (Foucault 200). Wheel-like in structure with a central tower at its hub and connecting cells, like spokes, protruding from its middle, ""the panoptic mechanism,"" Foucault writes, ""arranges spatial unities that make it possible to see constantly and to recognize immediately"" (200). …",2022-07-25T19:26:10.600Z
251310015,"{'externalids': {'MAG': None, 'ACL': None, 'DOI': None, 'PubMedCentral': None, 'ArXiv': None}, 'license': None, 'url': None, 'status': None}",". The article is devoted to the analysis of the functioning of Turkish translations of Shakespeare’s poetry and dramaturgy, the formation of a holistic picture of the stages of discovery of Shakespeare by the Turks. The aim of the study is to identify and present the main points related to the transfer of Shakespeare’s word into Turkish culture through translations from European languages. The proposed study is focused on translation aspects, as translation has become the first link in the dialogue between English and Turkish literature during the contact and interaction of Turkish literature with the Western, the processes of familiarization of the Shakespeare with the Turks, the perception and reproduction of Shakespeare’s creativity on Turkish soil. In this study we used such methods as the cultural-historical method, which focuses on the translation of Shakespeare’s works in relation to the cultural-historical development of Turkish society; a comparative method aimed at comparing the original sonnets and dramas of Shakespeare with translations into Turkish; receptive-aesthetic method, focused on focusing on how the pictorial and expressive artistic means of Shakespeare’s works in Turkish translations are projected on the recipient (reader), convey to him the author’s idea. Particular attention is focused on the translation analysis of some sonnets and dramas. Working with factual material revealed the basic prerequisites for entry into the Turkish literature of Shakespeare’s works (Divan literature, the period of reforms), made it possible to characterize the first stage of translation studies – namely, the translation of Shakespeare through the prism of the French language, and accordingly the translation from the French language. As a result, we conclude that no artistic translation, especially poetic one, can be definitive, since there are always unrealized reserves of the original hidden in the",2022-08-11T12:45:50.986Z
